i,j,pi_i,pi_j,pi_i_pi_j,pi_ij_cube,pi_ij_sphere,cov_cube,cov_sphere,delta,contrast_sq,aux_dist_sq,syg_contrib_cube,syg_contrib_sphere,syg_contrib_delta
0,1,0.4,0.4,0.16000000000000003,0.1846,0.2024,0.024599999999999955,0.042399999999999965,0.01780000000000001,0.0,13.829710543303321,-0.0,-0.0,0.0
0,2,0.4,0.4,0.16000000000000003,0.0812,0.0796,-0.07880000000000004,-0.08040000000000003,-0.0015999999999999903,0.0,22.22723066177366,0.0,0.0,0.0
0,3,0.4,0.4,0.16000000000000003,0.1948,0.1954,0.03479999999999997,0.03539999999999996,0.0005999999999999894,6.25,40.830225092015894,-0.2174999999999998,-0.22124999999999975,-0.003749999999999948
0,4,0.4,0.4,0.16000000000000003,0.1662,0.1758,0.0061999999999999555,0.01579999999999998,0.009600000000000025,6.25,22.511530778044317,-0.03874999999999972,-0.09874999999999988,-0.06000000000000016
0,5,0.4,0.4,0.16000000000000003,0.152,0.1498,-0.008000000000000035,-0.010200000000000042,-0.0022000000000000075,0.0,16.52696956056864,0.0,0.0,0.0
0,6,0.4,0.4,0.16000000000000003,0.1354,0.1466,-0.02460000000000004,-0.013400000000000023,0.011200000000000015,6.25,14.580383069192528,0.15375000000000025,0.08375000000000014,-0.0700000000000001
0,7,0.4,0.4,0.16000000000000003,0.169,0.169,0.00899999999999998,0.00899999999999998,0.0,6.25,13.054307222768916,-0.056249999999999876,-0.056249999999999876,0.0
0,8,0.4,0.4,0.16000000000000003,0.1486,0.1496,-0.011400000000000021,-0.01040000000000002,0.0010000000000000009,0.0,10.039429708225583,0.0,0.0,0.0
0,9,0.4,0.4,0.16000000000000003,0.1496,0.1586,-0.01040000000000002,-0.00140000000000004,0.00899999999999998,6.25,8.013149826582488,0.06500000000000013,0.00875000000000025,-0.056249999999999876
0,10,0.4,0.4,0.16000000000000003,0.1844,0.181,0.024399999999999977,0.020999999999999963,-0.003400000000000014,6.25,23.985070076151466,-0.15249999999999986,-0.13124999999999976,0.021250000000000102
0,11,0.4,0.4,0.16000000000000003,0.1768,0.175,0.01679999999999998,0.014999999999999958,-0.0018000000000000238,6.25,14.562964772039914,-0.10499999999999989,-0.09374999999999974,0.011250000000000149
0,12,0.4,0.4,0.16000000000000003,0.1484,0.146,-0.011600000000000027,-0.01400000000000004,-0.0024000000000000132,6.25,37.29683394629934,0.07250000000000018,0.08750000000000024,0.015000000000000069
0,13,0.4,0.4,0.16000000000000003,0.1538,0.1604,-0.006200000000000039,0.00039999999999995595,0.006599999999999995,0.0,10.08640968267396,0.0,-0.0,-0.0
0,14,0.4,0.4,0.16000000000000003,0.1654,0.1608,0.00539999999999996,0.0007999999999999674,-0.004599999999999993,6.25,28.388490278307987,-0.03374999999999975,-0.004999999999999796,0.028749999999999956
0,15,0.4,0.4,0.16000000000000003,0.1422,0.145,-0.017800000000000038,-0.015000000000000041,0.002799999999999997,0.0,0.20711793942780307,0.0,0.0,0.0
0,16,0.4,0.4,0.16000000000000003,0.147,0.1434,-0.01300000000000004,-0.01660000000000003,-0.003599999999999992,0.0,5.374856527525488,0.0,0.0,0.0
0,17,0.4,0.4,0.16000000000000003,0.1736,0.1734,0.013599999999999973,0.013399999999999967,-0.00020000000000000573,6.25,12.579705511488552,-0.08499999999999983,-0.0837499999999998,0.0012500000000000289
0,18,0.4,0.4,0.16000000000000003,0.1564,0.16,-0.00360000000000002,-2.7755575615628914e-17,0.003599999999999992,0.0,5.953144157112436,0.0,0.0,0.0
0,19,0.4,0.4,0.16000000000000003,0.1164,0.1186,-0.04360000000000003,-0.041400000000000034,0.0021999999999999936,0.0,5.666341095120167,0.0,0.0,0.0
0,20,0.4,0.4,0.16000000000000003,0.1408,0.1402,-0.019200000000000023,-0.01980000000000004,-0.0006000000000000172,6.25,9.378544357517749,0.12000000000000013,0.12375000000000025,0.0037500000000001144
0,21,0.4,0.4,0.16000000000000003,0.1696,0.1736,0.00959999999999997,0.013599999999999973,0.0040000000000000036,6.25,13.141788091518762,-0.05999999999999981,-0.08499999999999983,-0.025000000000000015
0,22,0.4,0.4,0.16000000000000003,0.1462,0.1526,-0.013800000000000034,-0.007400000000000018,0.006400000000000017,6.25,14.318932758726426,0.08625000000000022,0.04625000000000011,-0.040000000000000105
0,23,0.4,0.4,0.16000000000000003,0.1534,0.15,-0.0066000000000000225,-0.010000000000000037,-0.003400000000000014,0.0,5.249140523810949,0.0,0.0,0.0
0,24,0.4,0.4,0.16000000000000003,0.1732,0.1738,0.013199999999999962,0.013799999999999979,0.0006000000000000172,0.0,24.589076642862892,-0.0,-0.0,0.0
0,25,0.4,0.4,0.16000000000000003,0.2006,0.1988,0.04059999999999997,0.03879999999999997,-0.001799999999999996,6.25,44.392358329034685,-0.2537499999999998,-0.24249999999999983,0.011249999999999982
0,26,0.4,0.4,0.16000000000000003,0.1484,0.1502,-0.011600000000000027,-0.009800000000000031,0.001799999999999996,0.0,6.368423760568917,0.0,0.0,0.0
0,27,0.4,0.4,0.16000000000000003,0.1784,0.179,0.018399999999999972,0.01899999999999996,0.0005999999999999894,6.25,36.94283076506519,-0.11499999999999982,-0.11874999999999976,-0.003749999999999934
0,28,0.4,0.4,0.16000000000000003,0.134,0.1358,-0.026000000000000023,-0.024200000000000027,0.001799999999999996,0.0,6.357406108525301,0.0,0.0,0.0
0,29,0.4,0.4,0.16000000000000003,0.1558,0.1584,-0.004200000000000037,-0.001600000000000018,0.002600000000000019,6.25,15.738519181937333,0.02625000000000023,0.010000000000000113,-0.01625000000000012
0,30,0.4,0.4,0.16000000000000003,0.1452,0.1434,-0.014800000000000035,-0.01660000000000003,-0.001799999999999996,0.0,14.768134877856511,0.0,0.0,0.0
0,31,0.4,0.4,0.16000000000000003,0.1832,0.1806,0.02319999999999997,0.02059999999999998,-0.002599999999999991,6.25,33.1671527407277,-0.14499999999999982,-0.12874999999999986,0.01624999999999996
0,32,0.4,0.4,0.16000000000000003,0.17,0.1744,0.009999999999999981,0.014399999999999968,0.004399999999999987,0.0,26.175864253580222,-0.0,-0.0,0.0
0,33,0.4,0.4,0.16000000000000003,0.1638,0.175,0.00379999999999997,0.014999999999999958,0.011199999999999988,6.25,25.169170413493603,-0.023749999999999813,-0.09374999999999974,-0.06999999999999992
0,34,0.4,0.4,0.16000000000000003,0.1512,0.1592,-0.00880000000000003,-0.0008000000000000229,0.008000000000000007,6.25,0.5072563968212992,0.05500000000000019,0.005000000000000143,-0.050000000000000044
0,35,0.4,0.4,0.16000000000000003,0.1716,0.1598,0.011599999999999971,-0.00020000000000003348,-0.011800000000000005,6.25,481.47630267657627,-0.07249999999999981,0.0012500000000002093,0.07375000000000002
0,36,0.4,0.4,0.16000000000000003,0.1526,0.1548,-0.007400000000000018,-0.005200000000000038,0.0021999999999999797,0.0,7.1341449459692745,0.0,0.0,0.0
0,37,0.4,0.4,0.16000000000000003,0.1554,0.1634,-0.004600000000000021,0.0033999999999999586,0.00799999999999998,6.25,100.226575496098,0.02875000000000013,-0.02124999999999974,-0.04999999999999987
0,38,0.4,0.4,0.16000000000000003,0.1638,0.164,0.00379999999999997,0.003999999999999976,0.00020000000000000573,6.25,15.111211246562496,-0.023749999999999813,-0.02499999999999985,-0.0012500000000000358
0,39,0.4,0.4,0.16000000000000003,0.1602,0.1686,0.00019999999999997797,0.008599999999999969,0.00839999999999999,6.25,31.01912561618545,-0.0012499999999998623,-0.053749999999999805,-0.05249999999999994
0,40,0.4,0.4,0.16000000000000003,0.1566,0.1616,-0.003400000000000042,0.0015999999999999626,0.0050000000000000044,0.0,11.645226772672457,0.0,-0.0,-0.0
0,41,0.4,0.4,0.16000000000000003,0.1594,0.1618,-0.0006000000000000449,0.0017999999999999683,0.0024000000000000132,0.0,0.44417601953973307,0.0,-0.0,-0.0
0,42,0.4,0.4,0.16000000000000003,0.1596,0.1478,-0.0004000000000000392,-0.012200000000000044,-0.011800000000000005,6.25,8.376938147666513,0.002500000000000245,0.07625000000000028,0.07375000000000004
0,43,0.4,0.4,0.16000000000000003,0.166,0.1566,0.005999999999999978,-0.003400000000000042,-0.00940000000000002,0.0,36.96476854297445,-0.0,0.0,0.0
0,44,0.4,0.4,0.16000000000000003,0.1596,0.1582,-0.0004000000000000392,-0.0018000000000000238,-0.0013999999999999846,6.25,14.234100575255734,0.002500000000000245,0.011250000000000149,0.008749999999999904
0,45,0.4,0.4,0.16000000000000003,0.1492,0.1512,-0.010800000000000032,-0.00880000000000003,0.0020000000000000018,6.25,88.76337036789859,0.0675000000000002,0.05500000000000019,-0.012500000000000011
0,46,0.4,0.4,0.16000000000000003,0.1524,0.1538,-0.007600000000000023,-0.006200000000000039,0.0013999999999999846,6.25,65.93545846556663,0.047500000000000146,0.03875000000000024,-0.008749999999999904
0,47,0.4,0.4,0.16000000000000003,0.1596,0.1664,-0.0004000000000000392,0.006399999999999961,0.0068000000000000005,6.25,3.9483662265491395,0.002500000000000245,-0.03999999999999976,-0.0425
0,48,0.4,0.4,0.16000000000000003,0.1162,0.1222,-0.04380000000000003,-0.03780000000000003,0.006000000000000005,6.25,72.29428861925733,0.2737500000000002,0.23625000000000018,-0.03750000000000003
0,49,0.4,0.4,0.16000000000000003,0.0628,0.0654,-0.09720000000000004,-0.09460000000000003,0.002600000000000005,6.25,99.73712506248684,0.6075000000000003,0.5912500000000002,-0.016250000000000098
1,2,0.4,0.4,0.16000000000000003,0.1114,0.1098,-0.04860000000000003,-0.050200000000000036,-0.0016000000000000042,0.0,70.76239679213414,0.0,0.0,0.0
1,3,0.4,0.4,0.16000000000000003,0.1454,0.1544,-0.01460000000000003,-0.005600000000000022,0.009000000000000008,6.25,8.73117955804656,0.09125000000000019,0.035000000000000135,-0.05625000000000006
1,4,0.4,0.4,0.16000000000000003,0.1474,0.1532,-0.012600000000000028,-0.006800000000000028,0.0058,6.25,1.183268848882137,0.07875000000000018,0.042500000000000177,-0.036250000000000004
1,5,0.4,0.4,0.16000000000000003,0.1594,0.1588,-0.0006000000000000449,-0.0012000000000000344,-0.0005999999999999894,0.0,3.1969964160569413,0.0,0.0,0.0
1,6,0.4,0.4,0.16000000000000003,0.1064,0.1184,-0.053600000000000037,-0.041600000000000026,0.01200000000000001,6.25,41.5754765138896,0.33500000000000024,0.2600000000000002,-0.07500000000000007
1,7,0.4,0.4,0.16000000000000003,0.1526,0.1518,-0.007400000000000018,-0.00820000000000004,-0.0008000000000000229,6.25,0.12860990580128,0.04625000000000011,0.051250000000000254,0.005000000000000143
1,8,0.4,0.4,0.16000000000000003,0.1464,0.1538,-0.013600000000000029,-0.006200000000000039,0.00739999999999999,0.0,1.6581093162000229,0.0,0.0,0.0
