i,j,pi_i,pi_j,pi_i_pi_j,pi_ij_cube,pi_ij_sphere,cov_cube,cov_sphere,delta,contrast_sq,aux_dist_sq,syg_contrib_cube,syg_contrib_sphere,syg_contrib_delta
0,1,0.4,0.4,0.16000000000000003,0.1974,0.1974,0.03739999999999996,0.03739999999999996,0.0,6.25,238.27156755088353,-0.23374999999999976,-0.23374999999999976,0.0
0,2,0.4,0.4,0.16000000000000003,0.1244,0.1304,-0.035600000000000034,-0.029600000000000043,0.0059999999999999915,0.0,435.2028502568459,0.0,0.0,0.0
0,3,0.4,0.4,0.16000000000000003,0.166,0.174,0.005999999999999978,0.013999999999999957,0.00799999999999998,0.0,243.69735833722618,-0.0,-0.0,0.0
0,4,0.4,0.4,0.16000000000000003,0.1914,0.1972,0.031399999999999956,0.037199999999999955,0.0058,6.25,87.81676613061444,-0.19624999999999973,-0.2324999999999997,-0.03624999999999998
0,5,0.4,0.4,0.16000000000000003,0.1378,0.1462,-0.022200000000000025,-0.013800000000000034,0.00839999999999999,0.0,257.70360088154627,0.0,0.0,0.0
0,6,0.4,0.4,0.16000000000000003,0.1348,0.129,-0.025200000000000028,-0.031000000000000028,-0.0058,6.25,66.54987062637404,0.15750000000000017,0.19375000000000017,0.036250000000000004
0,7,0.4,0.4,0.16000000000000003,0.1562,0.1582,-0.0038000000000000256,-0.0018000000000000238,0.0020000000000000018,0.0,245.23271365264185,0.0,0.0,0.0
0,8,0.4,0.4,0.16000000000000003,0.14,0.143,-0.020000000000000018,-0.017000000000000043,0.002999999999999975,0.0,37.51310010327692,0.0,0.0,0.0
0,9,0.4,0.4,0.16000000000000003,0.1348,0.1458,-0.025200000000000028,-0.014200000000000018,0.01100000000000001,0.0,42.440036083271096,0.0,0.0,0.0
0,10,0.4,0.4,0.16000000000000003,0.1828,0.1794,0.02279999999999996,0.019399999999999973,-0.0033999999999999864,6.25,24.767522573198306,-0.14249999999999974,-0.12124999999999983,0.021249999999999908
0,11,0.4,0.4,0.16000000000000003,0.1476,0.1502,-0.012400000000000022,-0.009800000000000031,0.002599999999999991,6.25,74.2661592324105,0.07750000000000014,0.06125000000000019,-0.016249999999999945
0,12,0.4,0.4,0.16000000000000003,0.1696,0.1688,0.00959999999999997,0.008799999999999975,-0.0007999999999999952,6.25,188.78891238636118,-0.05999999999999981,-0.05499999999999984,0.00499999999999997
0,13,0.4,0.4,0.16000000000000003,0.1502,0.1516,-0.009800000000000031,-0.008400000000000019,0.0014000000000000123,6.25,29.013332004123534,0.06125000000000019,0.052500000000000116,-0.008750000000000077
0,14,0.4,0.4,0.16000000000000003,0.1514,0.1478,-0.008600000000000024,-0.012200000000000044,-0.00360000000000002,6.25,161.45349245693012,0.05375000000000015,0.07625000000000028,0.022500000000000124
0,15,0.4,0.4,0.16000000000000003,0.1292,0.131,-0.030800000000000022,-0.029000000000000026,0.001799999999999996,0.0,225.45066390549866,0.0,0.0,0.0
