N,p,f,pop_type,alpha,p_true,cube_e_max,cube_e_mean,cube_bias,cube_nfrac,cube_nsel,sph_e_max,sph_e_mean,sph_bias,sph_nfrac,sph_nsel,delta_e_max,delta_e_mean,delta_bias,rep
50,2,0.2,mixed,0.0,0.6,0.9158567317228589,0.5190334257735023,0.0,2,9,0.7871700956890387,0.4757911442794627,0.0,2,14,-0.12868663603382013,-0.043242281494039636,0.0,12
50,2,0.2,mixed,0.0,0.6,0.5667948376776186,0.3714949961440771,-0.19999999999999996,2,8,0.29229857593452413,0.15063324308753348,-0.19999999999999996,2,10,-0.2744962617430945,-0.22086175305654362,0.0,13
50,2,0.2,mixed,0.0,0.6,1.5003203073733138,0.7632241345619631,0.0,2,10,2.0138053377332543,1.0307764803966861,-0.09999999999999998,2,12,0.5134850303599405,0.267552345834723,0.09999999999999998,14
50,2,0.2,mixed,0.0,0.6,0.14032738359808997,0.1187530092323037,0.0,2,10,0.4574870481188157,0.31694708175078,0.20000000000000007,2,12,0.31715966452072575,0.19819407251847632,0.20000000000000007,15
50,2,0.2,mixed,0.0,0.6,0.36603145926248337,0.19154912037361188,0.0,2,12,0.9074669743717306,0.505050733317931,0.0,2,10,0.5414355151092473,0.31350161294431916,0.0,16
50,2,0.2,mixed,0.0,0.6,0.3683629290904651,0.19597048828132496,0.0,2,6,1.2404580635925144,0.666140847226352,0.0,2,10,0.8720951345020493,0.47017035894502707,0.0,17
50,2,0.2,mixed,0.0,0.6,0.2787724135163729,0.20409604016772603,0.20000000000000007,2,11,0.26601488017234765,0.15388855995883327,-0.09999999999999998,2,8,-0.01275753334402524,-0.05020748020889276,-0.10000000000000009,18
50,2,0.2,mixed,0.0,0.6,0.5304911768027075,0.3022970394601315,0.09999999999999998,2,11,0.7937887601850858,0.39967271856055114,0.20000000000000007,2,12,0.2632975833823783,0.09737567910041967,0.10000000000000009,19
50,2,0.2,mixed,0.1,0.6,0.17845851701530824,0.11113929657377361,0.09999999999999998,2,13,0.12684433195578407,0.0988623240713721,0.09999999999999998,2,10,-0.05161418505952417,-0.012276972502401506,0.0,0
50,2,0.2,mixed,0.1,0.6,2.333552666656931,1.2917264991443023,0.0,2,12,1.4438753450267432,0.8844331672420824,0.09999999999999998,2,11,-0.8896773216301879,-0.40729333190221984,0.09999999999999998,1
50,2,0.2,mixed,0.1,0.6,0.5293307431404357,0.2650433112252713,0.20000000000000007,2,13,0.5587876477585072,0.2944111086135908,0.0,2,8,0.02945690461807149,0.029367797388319516,-0.20000000000000007,2
50,2,0.2,mixed,0.1,0.6,0.5735826087041622,0.3859265354187896,0.20000000000000007,2,12,0.14081141194063973,0.08717755758337994,0.0,2,12,-0.4327711967635225,-0.29874897783540966,-0.20000000000000007,3
50,2,0.2,mixed,0.1,0.6,0.18805164693583734,0.1668789012147741,0.0,2,12,0.37452708822597197,0.292061250957257,-0.09999999999999998,2,8,0.18647544129013463,0.12518234974248288,0.09999999999999998,4
50,2,0.2,mixed,0.1,0.6,0.20053752535840863,0.10329743945268419,0.09999999999999998,2,10,1.3935680942075246,0.6991273776555351,-0.19999999999999996,2,11,1.193030568849116,0.5958299382028509,0.09999999999999998,5
50,2,0.2,mixed,0.1,0.6,1.1838592902927025,0.6283434101880448,-0.09999999999999998,2,8,0.9293019140166291,0.5083594030181885,0.30000000000000004,2,12,-0.25455737627607344,-0.11998400716985635,0.20000000000000007,6
50,2,0.2,mixed,0.1,0.6,0.25594359654740084,0.17576408010980749,-0.09999999999999998,2,8,0.2420288257836643,0.16625705828945656,-0.09999999999999998,2,11,-0.01391477076373654,-0.00950702182035093,0.0,7
50,2,0.2,mixed,0.1,0.6,0.7714533584667163,0.418348012360498,0.09999999999999998,2,10,9.019615852639966,4.641300236165589,-0.19999999999999996,2,7,8.248162494173249,4.22295222380509,0.09999999999999998,8
50,2,0.2,mixed,0.1,0.6,0.21976614785134685,0.11385735975183647,0.09999999999999998,2,9,0.08829320082736052,0.07732506325158395,0.09999999999999998,2,13,-0.13147294702398632,-0.036532296500252526,0.0,9
50,2,0.2,mixed,0.1,0.6,0.15240084780414317,0.1136238335220337,0.0,2,11,0.08263451556715387,0.08057444985174236,-0.19999999999999996,2,9,-0.0697663322369893,-0.03304938367029134,0.19999999999999996,10
50,2,0.2,mixed,0.1,0.6,1.0244080756857952,0.556108155438501,0.0,2,12,1.3007465367448048,0.7670203372227111,0.09999999999999998,2,12,0.2763384610590096,0.21091218178421012,0.09999999999999998,11
50,2,0.2,mixed,0.1,0.6,1.3775872429113538,0.6891875886045274,-0.09999999999999998,2,10,2.008911000968396,1.048800043578569,-0.09999999999999998,2,8,0.6313237580570421,0.3596124549740415,0.0,12
50,2,0.2,mixed,0.1,0.6,0.29020795487576945,0.1665450449840951,-0.19999999999999996,2,7,0.009988607712996289,0.0050452158400472865,0.0,2,8,-0.28021934716277314,-0.1614998291440478,-0.19999999999999996,13
50,2,0.2,mixed,0.1,0.6,0.015624853636349356,0.013615380529448337,0.09999999999999998,2,11,0.4242724288439916,0.22580426227428615,-0.09999999999999998,2,10,0.4086475752076422,0.21218888174483783,0.0,14
