N,p,f,pop_type,alpha,p_true,cube_e_max,cube_e_mean,cube_bias,cube_nfrac,cube_nsel,sph_e_max,sph_e_mean,sph_bias,sph_nfrac,sph_nsel,delta_e_max,delta_e_mean,delta_bias,rep
50,2,0.3,mixed,0.2,0.6,0.32155673258594086,0.1924107858548213,0.13333333333333341,2,19,0.741985132811765,0.4014842956421889,0.06666666666666676,2,19,0.4204284002258242,0.2090735097873676,-0.06666666666666665,0
50,2,0.3,mixed,0.2,0.6,0.7719584742863218,0.4452481750975502,0.0,2,15,1.1718432059790318,0.6208613258618736,0.0,2,16,0.39988473169271,0.17561315076432338,0.0,1
50,2,0.3,mixed,0.2,0.6,0.22534357331217017,0.12037232441234305,0.06666666666666676,2,17,0.022670484044849976,0.014952585152587803,-0.06666666666666665,2,13,-0.2026730892673202,-0.10541973925975524,-1.1102230246251565e-16,2
50,2,0.3,mixed,0.2,0.6,0.28333098839264975,0.2196259450439313,0.20000000000000018,2,17,0.0316938383617508,0.02952723079026031,0.0,2,18,-0.2516371500308989,-0.19009871425367098,-0.20000000000000018,3
50,2,0.3,mixed,0.2,0.6,0.2899288165380897,0.17197646848853185,0.0,2,16,0.7784148770172482,0.4799326115677244,-0.13333333333333336,2,11,0.4884860604791585,0.3079561430791925,0.13333333333333336,4
50,2,0.3,mixed,0.2,0.6,0.25741391362006405,0.1785071489710261,0.0,2,17,0.8237460481662509,0.4277219146682972,-0.13333333333333336,2,15,0.5663321345461868,0.24921476569727108,0.13333333333333336,5
50,2,0.3,mixed,0.2,0.6,0.43677489881119314,0.236455975187548,-0.06666666666666665,2,13,0.15251612852741772,0.1100616592061626,0.40000000000000024,2,20,-0.28425877028377544,-0.1263943159813854,0.3333333333333336,6
50,2,0.3,mixed,0.2,0.6,0.12268750045877415,0.07069665497862555,0.06666666666666676,2,16,0.3471706393962252,0.22842146301131322,-0.13333333333333336,2,11,0.2244831389374511,0.15772480803268768,0.0666666666666666,7
50,2,0.3,mixed,0.2,0.6,1.9838681345660734,1.0105472336623995,-0.06666666666666665,2,16,8.03305271078402,4.079889998570484,-0.13333333333333336,2,14,6.049184576217947,3.069342764908084,0.06666666666666671,8
50,2,0.3,mixed,0.2,0.6,0.34764780106531995,0.1993447820420768,0.13333333333333341,2,17,0.666870945202708,0.34626554495756995,0.13333333333333341,2,19,0.319223144137388,0.14692076291549314,0.0,9
50,2,0.7,mixed,0.0,0.6,0.33718324416267587,0.1713179376364743,0.02857142857142847,2,37,0.23340485279427392,0.12248571052792255,0.02857142857142858,2,33,-0.10377839136840195,-0.04883222710855174,1.1102230246251565e-16,0
50,2,0.7,mixed,0.0,0.6,0.06938900558211285,0.03517297166806522,0.02857142857142847,2,31,0.06416324229146347,0.04615781375461577,-0.028571428571428692,2,37,-0.005225763290649374,0.010984842086550553,2.220446049250313e-16,1
50,2,0.7,mixed,0.0,0.6,0.09469459540282636,0.0769395638336323,-0.05714285714285716,2,35,0.15069829268026838,0.09233497508483988,-0.08571428571428563,2,32,0.05600369727744202,0.01539541125120758,0.02857142857142847,2
50,2,0.7,mixed,0.0,0.6,0.08837465506345556,0.04847532601965827,-0.02857142857142858,2,32,0.0433907323828386,0.0408489818631903,-0.02857142857142847,2,33,-0.044983922680616954,-0.007626344156467964,-1.1102230246251565e-16,3
50,2,0.7,mixed,0.0,0.6,0.05029734932117412,0.025851671592374795,0.0,2,37,0.02585514509720492,0.015691833209154703,0.05714285714285705,2,35,-0.0244422042239692,-0.010159838383220092,0.05714285714285705,4
50,2,0.7,mixed,0.0,0.6,0.1035678914429,0.06208573116962116,0.02857142857142858,2,33,0.3099827529315543,0.24090301835461153,0.02857142857142858,2,33,0.2064148614886543,0.17881728718499038,0.0,5
